split,gloss,clip_id,n_frames
test,PURPLE,19433083412622865-PURPLE,10
val,YES,26056519285644875-YES,36
train,YELLOW,16891526354177877-YELLOW,18
train,NINE,3111969039814597-NINE,23
test,HOW,8032623168123776-HOW,24
train,PURPLE,47288904563521816-seedPURPLE,46
train,WANT,6475011403601416-WANT 2,24
train,WATER,29650119146688847-WATER,30
val,FOUR,4864481586135154-FOUR,37
train,WANT,9691488194951674-seedWANT 2,44
val,YELLOW,12059502197035998-YELLOW,39
train,SEE,7610787111957336-SEE,19
test,HOME,8251121237297434-HOME,18
test,THREE,6732040687327616-THREE,29
val,DRINK,37918472044314444-DRINK,17
train,HAPPY,09937285850055066-HAPPY,45
test,HELLO,7076961883712545-HELLO,27
val,KNOW,5459703474168827-KNOW,26
train,UNDERSTAND,8604241021179426-UNDERSTAND,47
test,BLACK,37992883547031897-BLACK,31
train,EAT,1529448369800237-EAT,26
train,TWO,5686917833354883-TWO,19
test,FAMILY,1154667507880407-FAMILY,12
train,COME,45473820037956725-COME,28
val,FOUR,6834910213736938-FOUR,24
test,BOOK,8170605754700684-BOOK,31
val,ONE,6744961501343725-ONE,35
test,MOTHER,7756454968574309-MOTHER,17
train,KNOW,6589842343221302-seedKNOW,46
val,SISTER,874759887268578-SISTER,54
test,SORRY,8594289353554898-SORRY,21
test,SLEEP,2139029309275231-SLEEP,32
train,YELLOW,02390770742279491-YELLOW,20
train,WHAT,2833503746558905-WHAT 2,18
test,TIRED,9364107739010858-TIRED,54
test,WHO,803567742919048-WHO,32
test,COLD,6465425806300451-COLD,32
test,LIKE,7341162668077774-LIKE,11
train,SORRY,09933901999031058-SORRY,29
val,YES,42327270691916885-YES,40
train,STOP,16617331553945736-STOP,28
train,BOOK,8093798343741647-BOOK,23
test,GOODBYE,6825474983576931-BYE,21
train,WHO,14452193915198386-WHO,22
train,BLUE,7673165963487274-BLUE,21
test,HOME,582214002886773-HOME,23
train,SEE,2739015087815422-SEE,19
test,COLD,5240740115211979-COLD,24
train,SEE,42464010618997516-SEE,62
train,STOP,9191814085149543-seedSTOP,34
test,SIX,4633651967646373-SIX,11
train,COME,5774324878258876-COME,18
train,DRINK,5600935739224888-DRINK,16
test,WATER,9541613491243199-WATER,13
val,TIRED,9868994197861312-TIRED,22
test,YES,41279108584600577-YES,31
train,BAD,6558607659620332-BAD,59
test,LOVE,06306461164504529-LOVE,27
train,PLEASE,47017724784893633-seedPLEASE,53
val,FOUR,8440442611677397-FOUR,18
train,HELP,12979829347320937-HELP,30
train,BABY,9130233715862062-BABY,30
test,ONE,8448196339727241-ONE,46
val,BIG,4225579791217846-BIG,17
train,BAD,026903804811550636-BAD,30
train,NO,2688720555507844-seedNO,35
test,LOVE,5578116007946967-LOVE,35
train,HOT,1444025710176855-HOT,22
train,UNDERSTAND,6593382490905721-UNDERSTAND,29
train,EAT,6460191084812579-EAT,27
val,WHITE,9951826983579728-WHITE,29
train,NO,370678413428154-NO,18
train,YELLOW,0387780746035038-YELLOW,20
train,EIGHT,7352667349478763-EIGHT,16
train,HOME,9146916136466876-HOME,24
test,DRINK,40358209943047574-DRINK,36
test,MOTHER,834993915476457-MOTHER,30
train,WHY,5236898172561582-WHY,24
train,SCHOOL,24588896302009067-SCHOOL,25
train,WANT,8635216593391397-WANT 2,18
test,SORRY,258135021561094-SORRY,32
train,YOU,9739021665350334-YOU,51
train,FOUR,8138364046329691-FOUR,16
train,GOOD,5948912677856568-GOOD,20
test,WHO,1788921553709799-WHO,30
test,WHITE,013205075687238388-WHITE,10
train,WHY,48459131285186974-WHY,20
test,SISTER,6733454453757095-SISTER,26
test,BAD,21076084261461991-BAD,14
train,ONE,668598461596636-ONE,43
train,HOW,6445699135022072-HOW,45
val,WANT,9659002140360071-WANT 2,20
train,GOOD,04439224802145447-GOOD,34
train,RED,8200175379686574-RED,15
test,TWO,30644221438404995-TWO,13
val,HAPPY,09691552256972735-HAPPY,32
train,GOODBYE,5723102083146778-BYE,18
test,GO,3904115149763827-GO,14
test,GOODBYE,9133589855079114-BYE,29
test,ORANGE,3427490055673006-ORANGE,14
train,TWO,8559555503543013-TWO,15
val,RED,2612958352148784-RED,47
train,FAMILY,17688969691666112-FAMILY,22
test,HOW,028264130143242472-HOW,27
test,GREEN,4263603161819096-GREEN,13
test,FOUR,26616905656998036-FOUR,19
train,UNDERSTAND,4687993210650012-UNDERSTAND,27
test,HELLO,5911924789322505-HELLO,13
train,EAT,31477726769914227-EAT,67
test,YELLOW,49543965753890196-YELLOW,20
val,WANT,3964716837264739-WANT 2,21
val,WHY,6220173213417262-WHY,18
train,THREE,22252371009392813-THREE,27
test,EIGHT,16743062005943243-EIGHT,21
train,SORRY,9992716034642337-seedSORRY,56
train,YOU,7590157290604365-YOU,26
val,NAME,6442814975743945-NAME,18
train,LIKE,30651763223309914-LIKE,15
train,BOOK,13472212573182674-BOOK,25
val,ONE,19281415875986863-ONE,18
test,STOP,5241068902608812-STOP,29
train,HOME,6393982664215556-HOME,33
train,SLEEP,6811391071349302-SLEEP,16
test,FATHER,8291769061447769-FATHER,28
train,PLEASE,43778843855311433-PLEASE,55
train,FAMILY,4672560255302298-seedFAMILY,58
test,BIG,9045352684495234-BIG,18
test,HAPPY,6657321679744261-HAPPY,19
test,ONE,3487617087873953-ONE,20
train,SIX,2321388417165069-SIX,31
test,RED,6827894005114676-RED,35
test,NINE,6884678857514952-NINE,57
test,SIX,6697512480945489-SIX,21
train,YOU,24903533651693976-seedYOU,54
train,GO,7642911134092343-seedGO,37
train,GREEN,8530574286013528-seedGREEN,40
train,ME,8334054758517455-ME,54
val,HOT,8895105417637403-HOT,18
train,WHO,8661268196723311-WHO,24
test,NINE,7657854825894848-NINE,30
train,HAPPY,4311917411154673-HAPPY,32
val,ORANGE,7958931836511083-ORANGE,17
train,THANK YOU,274897834577152-THANK YOU,25
test,COLD,24896762367775405-COLD,52
test,BIG,42747790982122713-BIG,16
val,HOW,6271713081961889-HOW,42
test,HAPPY,7935982603169873-HAPPY,14
train,GO,2290456408074184-GO,19
test,LEARN,2999644167275095-LEARN,22
test,KNOW,6568595279283049-KNOW,11
train,HOME,9096601565421467-HOME,22
test,UNDERSTAND,3018334807491294-UNDERSTAND,30
val,WHERE,34697989347891944-WHERE,17
val,SIX,22707100251542012-SIX,22
test,YES,09905526235759088-YES,12
train,GOOD,7085041042230886-GOOD,16
train,PLEASE,31545854783740124-PLEASE,25
train,BROTHER,22790289140952047-BROTHER,25
test,EIGHT,7152372336305213-EIGHT,32
val,COLD,40129207099438835-COLD,42
train,WANT,14991994807763365-WANT 2,26
train,SMALL,3161548976113897-SMALL,16
val,YES,9161842981344352-YES,19
train,BABY,8950147967954618-seedBABY,60
test,FATHER,31548572863375557-FATHER,21
train,LEARN,5457979445491012-LEARN,16
train,SEVEN,9339193214429853-SEVEN,22
test,WHO,9790302153060182-WHO,15
test,HOT,07764420978703401-HOT,17
train,SCHOOL,16180206221904592-SCHOOL,24
val,FATHER,7154896998335438-FATHER,38
train,DRINK,8114625026876388-DRINK,18
train,MOTHER,21362573588805733-MOTHER,16
train,GOOD,9756165063743225-GOOD,17
test,DRINK,2505702369833467-DRINK,14
test,SCHOOL,8965119525543042-SCHOOL,22
train,FOUR,45490142576997883-FOUR,31
test,WHO,06061818404678454-WHO,15
test,ME,11091344459201657-ME,33
train,ORANGE,2621270132186677-ORANGE,23
train,SCHOOL,45776844159035135-SCHOOL,19
val,COLD,9548473001181963-COLD,21
train,HAPPY,09872039306873526-seedHAPPY,60
train,ME,6882259554153813-seedME,50
train,SCHOOL,5739505297385641-SCHOOL,19
val,WATER,7530258985595248-WATER,34
train,WATER,47911865396339715-WATER,20
train,EAT,5739215722518052-EAT,20
train,WHO,6013608694688473-WHO,16
val,WANT,8782648080433364-WANT 2,47
test,THANK YOU,08583141071601874-THANK YOU,29
val,ORANGE,18930499379113974-ORANGE,47
train,HOME,7655672501344968-HOME,21
test,SEE,12116769146342343-SEE,16
test,COLD,7197986410822153-COLD,13
train,SLEEP,28568795533708613-seedSLEEP,54
train,BOOK,8534387373665198-BOOK,21
train,WATER,6099837370552477-WATER,15
test,HOME,6867078000301718-HOME,29
train,LEARN,20965467088651524-LEARN,42
test,WHERE,2868358953291379-WHERE,12
train,WHO,9816718901577759-WHO,19
train,SEE,8530152644522973-seedSEE,39
test,SIX,0034638402574485028-SIX,20
test,DRINK,9563854183405713-DRINK,13
test,SLEEP,8909948723540735-SLEEP,17
test,HOT,2826317160543619-HOT,21
test,BROTHER,9635118109017773-BROTHER,18
test,ORANGE,5133437781478807-ORANGE,18
test,HOME,07893945056302032-HOME,17
test,WHITE,23674557336404267-WHITE,29
test,NAME,9200587270292702-NAME,21
val,DRINK,8038145060553852-DRINK,15
test,YES,541403296602635-YES,37
test,GOOD,6449139793505076-GOOD,35
train,ONE,21805340389552041-ONE,25
train,ORANGE,24300353854391776-ORANGE,25
test,HELLO,9203138462369036-HELLO,23
test,HELLO,3283413810240037-HELLO,16
train,GOOD,5088051624336825-GOOD,28
train,TWO,8764129814637727-TWO,16
test,LIKE,9890231765881607-LIKE,16
test,SCHOOL,8641790015591071-SCHOOL,29
test,NO,7525332129995586-NO,30
test,LEARN,8926064053121483-LEARN,28
test,HELP,9203747770494983-HELP,31
test,WATER,5521352697044284-WATER,40
test,LOVE,44419065960377635-LOVE,37
test,BLACK,9045342550783173-BLACK,14
test,STOP,5495256812953944-STOP,20
test,WHERE,6471203705029369-WHERE,25
train,HOME,4586501986373326-HOME,20
train,EIGHT,7319877416486016-EIGHT,16
test,TIRED,4564640182785744-TIRED,16
train,WHO,0015092814988848513-WHO,14
val,LOVE,25439044778685105-LOVE,31
train,BAD,7715727494452564-seedBAD,52
test,WHY,5584013314005547-WHY,35
test,LOVE,9425795001825019-LOVE,33
train,UNDERSTAND,6810397598953175-UNDERSTAND,18
test,WHO,16927688445154376-WHO,24
test,YELLOW,7098213259666144-YELLOW,24
test,THREE,9857350479542466-THREE,31
train,WHY,9579391541087037-WHY,15
test,ME,9101168111350384-ME,25
test,GREEN,8772249335735898-GREEN,28
test,BLUE,5243653012534697-BLUE,57
test,HELLO,8364377695946923-HELLO,26
test,HELP,3982436455452034-HELP,16
test,ME,059398641585320267-ME,28
test,YELLOW,6592551756171348-YELLOW,12
train,ONE,4908670885275046-ONE,22
test,NAME,6398020473925876-NAME,13
train,ORANGE,5244012199507997-ORANGE,54
test,WHO,1830009936727366-WHO,26
train,WANT,1783184424273636-WANT 2,21
val,BROTHER,33609542497284695-BROTHER,25
test,RED,5110849119802157-RED,10
test,SMALL,829688179712341-SMALL,32
train,SEE,427530694463526-SEE,28
test,FOUR,5121098905642729-FOUR,34
test,BROTHER,6761901279349998-BROTHER,14
val,GREEN,7660361464563388-GREEN,15
train,ONE,3545135145644047-seedONE,54
test,NO,7931075492698656-NO,19
test,COME,7634160961141707-COME,6
train,DRINK,9140450917748142-DRINK,25
test,COME,5170125336404756-COME,19
train,LOVE,5046064121660587-LOVE,34
test,HELLO,5018242902938022-HELLO,28
train,THREE,6941529092882297-THREE,16
test,ONE,9382586244868159-ONE,12
train,TIRED,2929541435372467-TIRED,36
test,BLUE,21107107452048735-BLUE,33
test,DRINK,9000152796377254-DRINK,17
train,BAD,5971513744254144-BAD,24
test,PLEASE,9004431867747704-PLEASE,20
train,NO,7932042062420475-NO,50
test,WHAT,8880006166221515-WHAT 2,32
train,SIX,2776366881359864-SIX,17
val,HELP,8218136220855874-HELP,22
train,ME,4545746926162382-ME,33
train,NO,3919396171653571-NO,16
val,EIGHT,2611842054563771-EIGHT,44
train,SORRY,29761682879368934-SORRY,21
test,WHO,9738453337311435-WHO,12
train,GREEN,6174979619540446-GREEN,50
val,FAMILY,9733795834896177-FAMILY,42
train,WANT,3076721990283171-WANT 2,26
train,SORRY,9287154847825414-SORRY,36
train,WHITE,12849304279161577-seedWHITE,39
test,GOOD,9338005039430839-GOOD,19
test,ORANGE,23560340816927527-ORANGE,35
train,WHY,009620790877519658-seedWHY,42
test,BIG,44229228959870004-BIG,24
val,THANK YOU,0006320057552187119-THANK YOU,16
train,GREEN,5086571279720689-GREEN,16
test,BIG,05510116410900956-BIG,27
test,BROTHER,0030496625578089187-BROTHER,30
test,WHAT,6718223980213671-WHAT 2,10
test,YES,5327840336837257-YES,9
train,LOVE,0018378274808692474-LOVE,21
test,HELP,23773456898680978-HELP,23
train,SORRY,46389552341659956-SORRY,28
train,BLACK,4536389702611696-BLACK,25
test,HELLO,1789715889624135-HELLO,13
train,RED,7462534579692224-RED,53
test,GREEN,9354715454887605-GREEN,24
train,BIG,4804674718153057-BIG,22
test,THREE,43976718045578744-THREE,31
train,YOU,5547769757240029-YOU,23
train,BLUE,21814137100564568-BLUE,29
test,EIGHT,607912894816343-EIGHT,11
test,TWO,355256527352664-TWO,14
train,PLEASE,6400788027798874-PLEASE,28
train,THANK YOU,5932207271660643-THANK YOU,71
test,WANT,1567731206602907-WANT 2,22
train,GOOD,18340714145664716-GOOD,25
val,PURPLE,25485841057140557-PURPLE,44
train,GOODBYE,516342335411355-BYE,22
test,YELLOW,9150016232416118-YELLOW,53
test,WHAT,9031186843157322-WHAT 2,16
test,TIRED,8805016836799904-TIRED,19
train,ME,7378759651365803-ME,24
test,NAME,5230881244500567-NAME,32
train,UNDERSTAND,4268222409175071-UNDERSTAND,21
train,HOW,8190663704033752-HOW,16
train,FOUR,9780162828295738-FOUR,29
test,BABY,7914722472116791-BABY,31
test,WANT,38957579013047017-WANT 2,31
test,EAT,13884914336494525-EAT,18
test,BAD,9701304221413551-BAD,31
train,HOT,23819147505993477-HOT,18
train,STOP,8893256597213444-STOP,29
train,WHY,3866568461228612-WHY,27
train,GOOD,5199177562877719-GOOD,29
val,NO,4656606080155459-NO,42
train,NO,9979731168048327-NO,20
train,THANK YOU,0912245735671211-THANK YOU,29
val,ME,03554605558492718-ME,19
train,PURPLE,33341312445596616-PURPLE,26
val,THANK YOU,7976564165646398-THANK YOU,35
test,WHERE,4223618248504115-WHERE,30
train,SMALL,9278234566473478-SMALL,15
train,HELLO,081380748015633-HELLO,22
train,GOOD,06635586886652112-seedGOOD,52
test,RED,27555332923654485-RED,12
train,NINE,05232078107052662-NINE,53
test,FAMILY,4266230245702338-FAMILY,36
train,GO,1917265918954878-GO,15
test,HOME,6756007750530766-HOME,23
train,SIX,45315125004209933-seedSIX,48
train,YES,9092689562509508-YES,16
train,EAT,5847293981432022-EAT,19
train,HELLO,0022932153577568393-HELLO,31
train,ONE,7869438106194055-ONE,23
train,SEVEN,6815231045212089-SEVEN,24
train,DRINK,9957580073891368-DRINK,18
test,WHITE,6904630764421569-WHITE,22
train,COME,0165763043403353-COME,18
test,WANT,6565779108044556-WANT 2,30
train,BIG,7266634930515181-BIG,17
train,LEARN,22509831535531588-LEARN,24
train,SIX,8747001165773409-SIX,24
train,KNOW,8305026742098571-KNOW,18
test,YOU,39734251970462897-YOU,12
test,BROTHER,7553027194612534-BROTHER,28
train,RED,5566483331473877-seedRED,45
train,RED,8963793717239534-RED,34
test,BABY,9964369383442526-BABY,18
test,SCHOOL,7977130285572864-SCHOOL,27
test,KNOW,14003138099067614-KNOW,30
test,HOT,155075391321839-HOT,12
test,PURPLE,8060202946371722-PURPLE,31
test,BOOK,4195318114915252-BOOK,42
test,HOME,9398884140712938-HOME,34
test,BABY,5274345346959133-BABY,27
train,HELLO,8486809407942575-HELLO,22
train,SEE,01973467612046309-SEE,23
train,KNOW,025800900162109563-KNOW,48
test,BLUE,35260333081935213-BLUE,18
test,WHY,6392085873567048-WHY,21
val,ONE,6099340612068576-ONE,19
train,UNDERSTAND,2999107393441156-UNDERSTAND,20
val,THANK YOU,16870669316247833-THANK YOU,39
test,EAT,008533489727754251-EAT,33
test,BABY,379487787711422-BABY,37
train,WANT,6046104101537046-WANT 2,28
train,HOW,21283972047425892-HOW,18
train,HAPPY,3025077004187282-HAPPY,21
train,SISTER,2907662588756057-SISTER,20
train,HELP,15046472702938374-HELP,58
train,BOOK,570638014197151-seedBOOK,47
train,BOOK,11275273156810672-BOOK,51
test,EAT,6239284754747361-EAT,23
test,STOP,19109474570600948-STOP,29
test,BLACK,987601351199263-BLACK,17
test,SMALL,40229877453598006-SMALL,12
test,KNOW,9660722441175273-KNOW,16
train,GREEN,708344422708781-GREEN,26
train,MOTHER,012877022575290109-MOTHER,25
train,WHERE,35445730348954285-seedWHERE,39
test,TIRED,8569646505950688-TIRED,21
test,NO,9542027365188674-NO,24
test,MOTHER,9976001720896484-MOTHER,45
val,PURPLE,9094977413740988-PURPLE,18
test,GOOD,008087702450223277-GOOD,18
test,COME,5602506471677693-COME,19
val,SIX,6910000074345319-SIX,37
train,EAT,43234510854275543-EAT,36
test,YOU,6198968659630029-YOU,32
test,GOODBYE,4578901677582461-BYE,27
train,WHITE,2866818454223683-WHITE,48
train,BIG,46877398582210783-BIG,17
test,SISTER,060486944430018674-SISTER,57
val,BAD,7628262965013866-BAD,23
test,RED,2448273149680973-RED,17
train,COLD,5391135538624647-COLD,24
val,SEE,9233469754453538-SEE,38
test,SLEEP,4723150678110435-SLEEP,25
test,SEVEN,5714182625969035-SEVEN,26
train,SORRY,589235585874496-SORRY,26
train,NINE,7366917583319141-NINE,20
train,HOME,37332866889587546-HOME,20
train,BROTHER,2396504546103233-BROTHER,48
train,HELLO,9008261925178431-HELLO,22
train,THREE,7991343033274256-THREE,47
train,GOODBYE,21550036390436733-BYE,22
train,THANK YOU,014439537236845323-THANK YOU,30
test,BABY,41373098385469875-BABY,44
train,LOVE,13717057044445125-LOVE,17
test,TWO,4448414222761292-TWO,16
train,SCHOOL,06483601782154702-SCHOOL,22
train,WANT,19958109281644143-WANT 2,47
train,PURPLE,18091646894985214-PURPLE,18
train,TIRED,4509547091032866-TIRED,58
train,SEVEN,948395224680245-SEVEN,18
val,WATER,414141284745577-WATER,17
test,PLEASE,583219774394824-PLEASE,42
val,WHY,7508574803030745-WHY,13
test,EIGHT,528555368575053-EIGHT,29
test,SIX,4163757443011573-SIX,20
train,NAME,45850991964011034-NAME,34
train,DRINK,9841052916244253-DRINK,24
train,MOTHER,8849980218955149-MOTHER,45
test,WHERE,3614350392614152-WHERE,24
test,GO,8834363279772663-GO,30
val,THREE,8336714654869795-THREE,40
test,LOVE,44744498444419367-LOVE,16
train,SORRY,8989337086309281-SORRY,20
test,FAMILY,8706204980493519-FAMILY,21
train,TWO,4178617202433328-TWO,48
train,GOODBYE,374824970052654-BYE,55
test,GOODBYE,5023793115629094-BYE,18
train,YELLOW,812390941200497-YELLOW,25
test,ORANGE,9740503677939867-ORANGE,32
test,WHAT,48553283978859585-WHAT 2,32
train,BIG,3717896319825944-BIG,26
test,SEE,06806917144544555-SEE,31
test,ONE,8121303614043198-ONE,30
test,SMALL,8094645891918644-SMALL,19
train,BABY,8774565600191819-BABY,25
test,THREE,08174157238013158-THREE,10
test,NINE,5216833261809499-NINE,50
train,BOOK,26739488577485493-BOOK,25
train,TIRED,3377658876876861-TIRED,19
train,PLEASE,5956139983741693-PLEASE,24
train,YOU,7807683495721192-YOU,29
train,NO,01379619951634381-NO,29
train,EAT,33555147348315106-EAT,27
train,YES,15498675309554577-YES,16
val,SMALL,8815573731027433-SMALL,43
train,UNDERSTAND,31049412762325446-UNDERSTAND,21
test,BOOK,21368910008549435-BOOK,25
train,YES,7199140986089654-YES,27
test,WATER,8633906244621417-WATER,28
train,YES,44146024789241256-YES,19
test,BOOK,9573034024847233-BOOK,31
val,EIGHT,43405504077126666-EIGHT,17
train,LOVE,4841662498241295-LOVE,14
train,FATHER,023287006799920906-FATHER,27
test,BLUE,1280671068151491-BLUE,17
train,SMALL,7388125968431167-SMALL,12
train,DRINK,980212048263337-DRINK,19
train,YES,15689453699180178-YES,16
test,HAPPY,44668850153355644-HAPPY,19
train,HOME,3758646722492833-HOME,27
train,SISTER,8057653934134985-SISTER,17
test,EIGHT,568580422479875-EIGHT,27
train,LEARN,6126553469796956-LEARN,34
train,TIRED,5844816745369699-TIRED,33
test,TWO,374515997545366-TWO,31
test,DRINK,9812515328553977-DRINK,30
train,PURPLE,2456449449200997-PURPLE,31
val,SISTER,8492831854951581-SISTER,21
train,HELP,07603691172028904-HELP,27
val,BOOK,7210851228367339-BOOK,19
test,WHO,042301515237099796-WHO,28
train,SLEEP,24375109516725524-SLEEP,16
test,SEVEN,3687430189102143-SEVEN,38
test,YOU,03323585576449206-YOU,14
val,GOOD,4843579408025589-GOOD,42
train,SORRY,1636390875008531-SORRY,15
val,HAPPY,07732970042675213-HAPPY,16
test,COLD,6663708012671183-COLD,13
test,HAPPY,9291022098288835-HAPPY,26
train,FATHER,5795194739836211-FATHER,32
train,WHY,7885296477376487-WHY,23
val,WHAT,873539016146136-WHAT 2,40
train,YES,32941176670637984-YES,16
train,WHO,21560081346679438-WHO,14
train,GOODBYE,011053589241707185-BYE,18
train,SEE,6589458102490988-SEE,45
train,SISTER,5230904219364878-SISTER,31
train,COLD,6077539816507953-COLD,30
train,GO,20492226110701672-GO,22
test,YOU,2585581282288061-YOU,22
val,HELP,44817736125778374-HELP,44
train,LIKE,05351672702445809-LIKE,16
test,PLEASE,8449958018804076-PLEASE,36
test,WATER,0032949557328998402-WATER,23
train,NAME,44454593042241-NAME,20
test,NAME,5806721734598892-NAME,15
test,SLEEP,7096733878911947-SLEEP,35
train,TIRED,9280283055714456-TIRED,30
test,YELLOW,792651947223258-YELLOW,5
train,WHY,7317136659517625-WHY,19
test,BOOK,29833833733426673-BOOK,32
test,TIRED,7577237850149992-TIRED,38
test,UNDERSTAND,9618610602589022-UNDERSTAND,20
test,BAD,09145990846220031-BAD,15
test,KNOW,5055945545044311-KNOW,13
test,SISTER,6081174057818566-SISTER,27
train,EAT,8267242257825924-EAT,16
train,YOU,2775935043696396-YOU,20
train,HOT,4455329487942934-HOT,13
train,SMALL,5322570103859836-SMALL,21
train,SEVEN,2247328622544631-SEVEN,28
train,BLUE,8400539366762481-BLUE,18
train,HOT,7060265642402466-HOT,17
test,MOTHER,056051276819172546-MOTHER,13
val,YOU,19643383002170656-YOU,14
test,SCHOOL,4046304802500862-SCHOOL,15
train,HELLO,7597723277213178-HELLO,57
train,THANK YOU,7535449770372906-THANK YOU,31
test,FOUR,7184251334812357-FOUR,12
test,THREE,5809140532676407-THREE,25
train,TWO,9387385435760369-TWO,24
test,THREE,3652933102269593-THREE,25
train,GREEN,5367152269626574-GREEN,29
train,STOP,12188061798454708-STOP,14
val,RED,03048260576074524-RED,16
val,GOODBYE,2889010159260097-BYE,16
test,FAMILY,09796240195112227-FAMILY,16
test,HELLO,5339916560192981-HELLO,18
train,ONE,013447491613897578-ONE,17
train,FOUR,3452024214396816-FOUR,26
train,SMALL,49787709398675717-SMALL,72
test,EAT,4524158338314277-EAT,17
val,COME,6809556328325521-COME,37
train,WHITE,25819043365766126-WHITE,29
test,ONE,4741936871844836-ONE,19
test,PLEASE,7328260605453549-PLEASE,15
test,LOVE,915582300749342-LOVE,25
train,COME,3921320702075002-COME,24
test,FATHER,9384391083765347-FATHER,27
train,NINE,04750318949877119-NINE,21
train,EAT,7468673870660452-EAT,22
train,BLACK,05171855154691851-BLACK,20
test,GOOD,9687874710872124-GOOD,12
train,LIKE,6630595446275149-LIKE,63
test,YOU,7900211756909432-YOU,11
train,KNOW,2503930490736366-KNOW,52
train,YES,6358167662084229-seedYES,30
train,HOT,7370287966523523-HOT,15
val,UNDERSTAND,9717361996927067-UNDERSTAND,23
train,FAMILY,3923069450478833-FAMILY,21
train,HAPPY,6970697622023043-HAPPY,13
test,GREEN,10652117554281637-GREEN,14
train,WHO,6723858714545425-seedWHO,43
test,LOVE,30016965472947743-LOVE,40
train,LEARN,42853167798970104-LEARN,16
train,FAMILY,5231117289015388-FAMILY,32
val,LOVE,7300348171338833-LOVE,22
val,UNDERSTAND,7903893233633115-UNDERSTAND,39
train,LIKE,7707078264255762-LIKE,19
train,FAMILY,05708826093734798-FAMILY,23
train,TWO,8637682594769469-TWO,16
train,SEE,6126331658791906-SEE,18
test,NO,6645554412949413-NO,11
val,HAPPY,3698632660671215-HAPPY,53
test,WHY,15735328773357837-WHY,29
test,FAMILY,37261957146756175-FAMILY,29
test,BABY,9227265047126638-BABY,17
train,BROTHER,4649907997271234-BROTHER,19
train,FAMILY,45437698823796135-FAMILY,17
test,NAME,243956265655763-NAME,14
train,LEARN,30110588558485074-LEARN,48
test,LEARN,12197065576307575-LEARN,15
test,TIRED,48434007472145746-TIRED,20
train,HELP,8646796456836814-HELP,15
train,THREE,4786348192990668-THREE,18
